frame_idx,phase,segment,trial_id,stim_pair_id,elapsed_time,global_time,flip_time,event_marker,ttl_code
0,phase_1,,2,block4_phase_1_t02,0.0,763.041101,802.895575,iti_onset_dur_1.518,
1,phase_1,,2,block4_phase_1_t02,0.012422,763.053433,802.907997,,
2,phase_1,,2,block4_phase_1_t02,0.028862,763.069945,802.924437,,
3,phase_1,,2,block4_phase_1_t02,0.045559,763.086668,802.941134,,
4,phase_1,,2,block4_phase_1_t02,0.062262,763.103375,802.957837,,
5,phase_1,,2,block4_phase_1_t02,0.078962,763.120378,802.974538,,
6,phase_1,,2,block4_phase_1_t02,0.096052,763.137456,802.991628,,
7,phase_1,,2,block4_phase_1_t02,0.112461,763.154086,803.008037,,
8,phase_1,,2,block4_phase_1_t02,0.129786,763.171046,803.025361,,
9,phase_1,,2,block4_phase_1_t02,0.146179,763.187266,803.041755,,
10,phase_1,,2,block4_phase_1_t02,0.16265,763.203886,803.058225,,
11,phase_1,,2,block4_phase_1_t02,0.179528,763.22079,803.075103,,
12,phase_1,,2,block4_phase_1_t02,0.19648,763.237755,803.092056,,
13,phase_1,,2,block4_phase_1_t02,0.212954,763.254022,803.10853,,
14,phase_1,,2,block4_phase_1_t02,0.229249,763.270423,803.124824,,
15,phase_1,,2,block4_phase_1_t02,0.246811,763.288031,803.142387,,
16,phase_1,,2,block4_phase_1_t02,0.263103,763.304306,803.158679,,
17,phase_1,,2,block4_phase_1_t02,0.279499,763.32061,803.175075,,
18,phase_1,,2,block4_phase_1_t02,0.296582,763.338425,803.192158,,
19,phase_1,,2,block4_phase_1_t02,0.312967,763.354109,803.208542,,
20,phase_1,,2,block4_phase_1_t02,0.329729,763.370831,803.225304,,
21,phase_1,,2,block4_phase_1_t02,0.346029,763.38722,803.241604,,
22,phase_1,,2,block4_phase_1_t02,0.362292,763.403494,803.257868,,
23,phase_1,,2,block4_phase_1_t02,0.378837,763.419887,803.274412,,
24,phase_1,,2,block4_phase_1_t02,0.397345,763.438795,803.29292,,
25,phase_1,,2,block4_phase_1_t02,0.41211,763.453339,803.307685,,
