frame_idx,phase,segment,trial_id,stim_pair_id,elapsed_time,global_time,flip_time,event_marker,ttl_code
0,phase_1,,12,block4_phase_1_t12,0.0,855.51688,895.371362,iti_onset_dur_1.138,
1,phase_1,,12,block4_phase_1_t12,0.016656,855.533705,895.388018,,
2,phase_1,,12,block4_phase_1_t12,0.03335,855.550131,895.404712,,
3,phase_1,,12,block4_phase_1_t12,0.050012,855.566748,895.421375,,
4,phase_1,,12,block4_phase_1_t12,0.066891,855.583713,895.438254,,
5,phase_1,,12,block4_phase_1_t12,0.083399,855.600266,895.454761,,
6,phase_1,,12,block4_phase_1_t12,0.100134,855.616985,895.471496,,
7,phase_1,,12,block4_phase_1_t12,0.116784,855.633989,895.488146,,
8,phase_1,,12,block4_phase_1_t12,0.134195,855.651021,895.505557,,
9,phase_1,,12,block4_phase_1_t12,0.150051,855.666936,895.521413,,
10,phase_1,,12,block4_phase_1_t12,0.166769,855.683572,895.538132,,
11,phase_1,,12,block4_phase_1_t12,0.183544,855.700321,895.554906,,
12,phase_1,,12,block4_phase_1_t12,0.201252,855.718136,895.572615,,
13,phase_1,,12,block4_phase_1_t12,0.217187,855.73425,895.588549,,
14,phase_1,,12,block4_phase_1_t12,0.234346,855.752013,895.605708,,
15,phase_1,,12,block4_phase_1_t12,0.251273,855.768222,895.622636,,
16,phase_1,,12,block4_phase_1_t12,0.267218,855.784287,895.63858,,
17,phase_1,,12,block4_phase_1_t12,0.284371,855.801502,895.655734,,
18,phase_1,,12,block4_phase_1_t12,0.300926,855.817977,895.672289,,
19,phase_1,,12,block4_phase_1_t12,0.317434,855.834332,895.688797,,
20,phase_1,,12,block4_phase_1_t12,0.334296,855.851351,895.705659,,
21,phase_1,,12,block4_phase_1_t12,0.350986,855.868137,895.722349,,
22,phase_1,,12,block4_phase_1_t12,0.367168,855.884067,895.738531,,
23,phase_1,,12,block4_phase_1_t12,0.384057,855.900948,895.755419,,
24,phase_1,,12,block4_phase_1_t12,0.400249,855.917175,895.771612,,
25,phase_1,,12,block4_phase_1_t12,0.417359,855.934338,895.788722,,
26,phase_1,,12,block4_phase_1_t12,0.433544,855.950435,895.804906,,
27,phase_1,,12,block4_phase_1_t12,0.450799,855.967735,895.822161,,
28,phase_1,,12,block4_phase_1_t12,0.46742,855.984443,895.838783,,
29,phase_1,,12,block4_phase_1_t12,0.484028,856.000896,895.855391,,
30,phase_1,,12,block4_phase_1_t12,0.500718,856.017789,895.87208,,
31,phase_1,,12,block4_phase_1_t12,0.517741,856.034862,895.889103,,
32,phase_1,,12,block4_phase_1_t12,0.534205,856.051055,895.905568,,
33,phase_1,,12,block4_phase_1_t12,0.55104,856.067949,895.922403,,
34,phase_1,,12,block4_phase_1_t12,0.566717,856.083801,895.93808,,
35,phase_1,,12,block4_phase_1_t12,0.583881,856.100723,895.955244,,
36,phase_1,,12,block4_phase_1_t12,0.600852,856.117685,895.972214,,
37,phase_1,,12,block4_phase_1_t12,0.617433,856.134372,895.988795,,
38,phase_1,,12,block4_phase_1_t12,0.634023,856.151066,896.005385,,
39,phase_1,,12,block4_phase_1_t12,0.650585,856.167485,896.021948,,
40,phase_1,,12,block4_phase_1_t12,0.66827,856.18523,896.039632,,
41,phase_1,,12,block4_phase_1_t12,0.683582,856.200492,896.054945,,
42,phase_1,,12,block4_phase_1_t12,0.700263,856.217117,896.071625,,
43,phase_1,,12,block4_phase_1_t12,0.716729,856.233528,896.088091,,
44,phase_1,,12,block4_phase_1_t12,0.733261,856.250134,896.104624,,
45,phase_1,,12,block4_phase_1_t12,0.750103,856.26686,896.121465,,
46,phase_1,,12,block4_phase_1_t12,0.7674,856.284496,896.138762,,
47,phase_1,,12,block4_phase_1_t12,0.784256,856.301182,896.155619,,
48,phase_1,,12,block4_phase_1_t12,0.800353,856.317418,896.171715,,
49,phase_1,,12,block4_phase_1_t12,0.817442,856.334264,896.188804,,
50,phase_1,,12,block4_phase_1_t12,0.833776,856.350627,896.205139,,
51,phase_1,,12,block4_phase_1_t12,0.850312,856.367052,896.221675,,
52,phase_1,,12,block4_phase_1_t12,0.86706,856.383928,896.238422,,
53,phase_1,,12,block4_phase_1_t12,0.883457,856.400278,896.254819,,
54,phase_1,,12,block4_phase_1_t12,0.90077,856.417777,896.272132,,
55,phase_1,,12,block4_phase_1_t12,0.916585,856.433446,896.287947,,
56,phase_1,,12,block4_phase_1_t12,0.933408,856.4502,896.30477,,
57,phase_1,,12,block4_phase_1_t12,0.949927,856.466682,896.32129,,
58,phase_1,,12,block4_phase_1_t12,0.966672,856.483674,896.338035,,
59,phase_1,,12,block4_phase_1_t12,0.983311,856.500154,896.354673,,
60,phase_1,,12,block4_phase_1_t12,0.999977,856.516845,896.371339,,
61,phase_1,,12,block4_phase_1_t12,1.016611,856.533466,896.387973,,
62,phase_1,,12,block4_phase_1_t12,1.033289,856.550104,896.404651,,
63,phase_1,,12,block4_phase_1_t12,1.049927,856.566817,896.42129,,
64,phase_1,,12,block4_phase_1_t12,1.066408,856.58348,896.437771,,
65,phase_1,,12,block4_phase_1_t12,1.0833,856.600097,896.454662,,
66,phase_1,,12,block4_phase_1_t12,1.099941,856.616703,896.471303,,
67,phase_1,,12,block4_phase_1_t12,1.116828,856.633658,896.48819,,
68,phase_1,,12,block4_phase_1_t12,1.1334,856.650201,896.504762,,
0,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.0,856.672836,896.527009,DOMAIN_ONSET_onset,
1,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.010884,856.683457,896.537892,,
2,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.027615,856.700094,896.554624,,
3,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.045124,856.717764,896.572132,,
4,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.061736,856.734427,896.588744,,
5,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.078495,856.751051,896.605504,,
6,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.094971,856.767507,896.621979,,
7,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.112096,856.784651,896.639105,,
8,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.127973,856.800509,896.654982,,
9,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.144777,856.817378,896.671785,,
10,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.161658,856.834331,896.688667,,
11,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.177713,856.850244,896.704722,,
12,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.194942,856.867542,896.721951,,
13,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.212466,856.885143,896.739475,,
14,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.227903,856.900548,896.754912,,
15,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.244748,856.917498,896.771757,,
16,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.261587,856.934288,896.788595,,
17,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.278465,856.951073,896.805474,,
18,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.295336,856.968108,896.822344,,
19,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.31183,856.984866,896.838838,,
20,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.329366,857.001911,896.856374,,
21,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.345407,857.01833,896.872416,,
22,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.36151,857.034549,896.888519,,
23,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.378069,857.050685,896.905078,,
24,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.395211,857.067959,896.92222,,
25,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.41134,857.083861,896.938349,,
26,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.428033,857.100519,896.955041,,
27,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.44517,857.11793,896.972179,,
28,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.46125,857.134005,896.988259,,
29,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.477954,857.15053,897.004963,,
30,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.494315,857.166843,897.021324,,
31,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.51129,857.183743,897.038298,,
32,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.527996,857.200385,897.055005,,
33,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.544277,857.216836,897.071285,,
34,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.561186,857.233593,897.088195,,
35,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.577823,857.250216,897.104831,,
36,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.595432,857.268065,897.122441,,
37,phase_1,DOMAIN_ONSET,12,block4_phase_1_t12,0.611131,857.284311,897.138139,,
