frame_idx,phase,segment,trial_id,stim_pair_id,elapsed_time,global_time,flip_time,event_marker,ttl_code
0,phase_2,,0,block5_phase_2_t00,0.0,913.038804,952.893316,iti_onset_dur_1.489,
1,phase_2,,0,block5_phase_2_t00,0.010107,913.049452,952.903423,,
2,phase_2,,0,block5_phase_2_t00,0.02671,913.065576,952.920026,,
3,phase_2,,0,block5_phase_2_t00,0.043306,913.082134,952.936622,,
4,phase_2,,0,block5_phase_2_t00,0.060085,913.099087,952.953401,,
5,phase_2,,0,block5_phase_2_t00,0.077144,913.116158,952.97046,,
6,phase_2,,0,block5_phase_2_t00,0.093656,913.132668,952.986972,,
7,phase_2,,0,block5_phase_2_t00,0.110275,913.149387,953.003591,,
8,phase_2,,0,block5_phase_2_t00,0.126587,913.165547,953.019903,,
9,phase_2,,0,block5_phase_2_t00,0.143596,913.182368,953.036912,,
10,phase_2,,0,block5_phase_2_t00,0.159613,913.198454,953.052929,,
11,phase_2,,0,block5_phase_2_t00,0.176251,913.215049,953.069567,,
12,phase_2,,0,block5_phase_2_t00,0.192942,913.231732,953.086258,,
13,phase_2,,0,block5_phase_2_t00,0.209543,913.248313,953.102859,,
14,phase_2,,0,block5_phase_2_t00,0.226386,913.265125,953.119703,,
15,phase_2,,0,block5_phase_2_t00,0.243698,913.28239,953.137014,,
16,phase_2,,0,block5_phase_2_t00,0.260866,913.299594,953.154182,,
17,phase_2,,0,block5_phase_2_t00,0.277061,913.316,953.170377,,
18,phase_2,,0,block5_phase_2_t00,0.2938,913.332493,953.187116,,
19,phase_2,,0,block5_phase_2_t00,0.310309,913.348998,953.203625,,
20,phase_2,,0,block5_phase_2_t00,0.327043,913.365737,953.220359,,
21,phase_2,,0,block5_phase_2_t00,0.343862,913.382586,953.237178,,
22,phase_2,,0,block5_phase_2_t00,0.361003,913.399904,953.254319,,
23,phase_2,,0,block5_phase_2_t00,0.377152,913.416029,953.270468,,
24,phase_2,,0,block5_phase_2_t00,0.393243,913.43218,953.286559,,
25,phase_2,,0,block5_phase_2_t00,0.409524,913.448213,953.30284,,
26,phase_2,,0,block5_phase_2_t00,0.426197,913.46489,953.319513,,
27,phase_2,,0,block5_phase_2_t00,0.443098,913.481925,953.336414,,
28,phase_2,,0,block5_phase_2_t00,0.460286,913.499342,953.353602,,
29,phase_2,,0,block5_phase_2_t00,0.476955,913.515997,953.370271,,
30,phase_2,,0,block5_phase_2_t00,0.493786,913.532607,953.387102,,
31,phase_2,,0,block5_phase_2_t00,0.510541,913.549361,953.403857,,
32,phase_2,,0,block5_phase_2_t00,0.526255,913.565055,953.419571,,
33,phase_2,,0,block5_phase_2_t00,0.543782,913.582609,953.437098,,
34,phase_2,,0,block5_phase_2_t00,0.560471,913.59994,953.453787,,
35,phase_2,,0,block5_phase_2_t00,0.576734,913.615662,953.47005,,
36,phase_2,,0,block5_phase_2_t00,0.593069,913.631979,953.486385,,
37,phase_2,,0,block5_phase_2_t00,0.610374,913.649462,953.50369,,
38,phase_2,,0,block5_phase_2_t00,0.626432,913.665253,953.519748,,
39,phase_2,,0,block5_phase_2_t00,0.643745,913.68262,953.537061,,
40,phase_2,,0,block5_phase_2_t00,0.660237,913.6992,953.553553,,
41,phase_2,,0,block5_phase_2_t00,0.67699,913.715998,953.570306,,
42,phase_2,,0,block5_phase_2_t00,0.693228,913.732179,953.586544,,
43,phase_2,,0,block5_phase_2_t00,0.710411,913.74947,953.603727,,
44,phase_2,,0,block5_phase_2_t00,0.727093,913.766106,953.620409,,
45,phase_2,,0,block5_phase_2_t00,0.743021,913.783069,953.636337,,
46,phase_2,,0,block5_phase_2_t00,0.760637,913.799469,953.653953,,
47,phase_2,,0,block5_phase_2_t00,0.777437,913.81626,953.670753,,
