frame_idx,phase,segment,trial_id,stim_pair_id,elapsed_time,global_time,flip_time,event_marker,ttl_code
0,phase_1,,11,block0_phase_1_t11,0.0,145.089707,184.944251,iti_onset_dur_0.971,
1,phase_1,,11,block0_phase_1_t11,0.017604,145.107275,184.961855,,
2,phase_1,,11,block0_phase_1_t11,0.034,145.124246,184.978251,,
3,phase_1,,11,block0_phase_1_t11,0.050498,145.140281,184.994749,,
4,phase_1,,11,block0_phase_1_t11,0.067523,145.157226,185.011774,,
5,phase_1,,11,block0_phase_1_t11,0.083349,145.173047,185.0276,,
6,phase_1,,11,block0_phase_1_t11,0.100243,145.18993,185.044494,,
7,phase_1,,11,block0_phase_1_t11,0.117017,145.206722,185.061268,,
8,phase_1,,11,block0_phase_1_t11,0.133776,145.223667,185.078027,,
9,phase_1,,11,block0_phase_1_t11,0.150704,145.241172,185.094955,,
10,phase_1,,11,block0_phase_1_t11,0.166658,145.256309,185.110909,,
11,phase_1,,11,block0_phase_1_t11,0.183675,145.274007,185.127926,,
12,phase_1,,11,block0_phase_1_t11,0.200565,145.290339,185.144816,,
13,phase_1,,11,block0_phase_1_t11,0.216746,145.306459,185.160997,,
14,phase_1,,11,block0_phase_1_t11,0.233346,145.323043,185.177597,,
15,phase_1,,11,block0_phase_1_t11,0.250017,145.340024,185.194268,,
16,phase_1,,11,block0_phase_1_t11,0.266809,145.356564,185.211061,,
17,phase_1,,11,block0_phase_1_t11,0.283347,145.373005,185.227598,,
18,phase_1,,11,block0_phase_1_t11,0.300107,145.389774,185.244358,,
19,phase_1,,11,block0_phase_1_t11,0.316636,145.406311,185.260887,,
20,phase_1,,11,block0_phase_1_t11,0.333192,145.423083,185.277443,,
21,phase_1,,11,block0_phase_1_t11,0.350021,145.439752,185.294272,,
22,phase_1,,11,block0_phase_1_t11,0.366677,145.456304,185.310928,,
23,phase_1,,11,block0_phase_1_t11,0.383349,145.472995,185.3276,,
24,phase_1,,11,block0_phase_1_t11,0.400096,145.489867,185.344347,,
25,phase_1,,11,block0_phase_1_t11,0.416825,145.506615,185.361076,,
26,phase_1,,11,block0_phase_1_t11,0.433511,145.523284,185.377762,,
27,phase_1,,11,block0_phase_1_t11,0.450282,145.540088,185.394533,,
28,phase_1,,11,block0_phase_1_t11,0.466588,145.556362,185.410839,,
29,phase_1,,11,block0_phase_1_t11,0.483377,145.573112,185.427628,,
30,phase_1,,11,block0_phase_1_t11,0.499953,145.589576,185.444204,,
31,phase_1,,11,block0_phase_1_t11,0.516638,145.606258,185.460889,,
32,phase_1,,11,block0_phase_1_t11,0.533254,145.62294,185.477505,,
33,phase_1,,11,block0_phase_1_t11,0.550155,145.639876,185.494406,,
34,phase_1,,11,block0_phase_1_t11,0.566843,145.656462,185.511094,,
35,phase_1,,11,block0_phase_1_t11,0.583504,145.673125,185.527755,,
36,phase_1,,11,block0_phase_1_t11,0.600304,145.690032,185.544555,,
37,phase_1,,11,block0_phase_1_t11,0.617298,145.707022,185.561549,,
38,phase_1,,11,block0_phase_1_t11,0.634342,145.724527,185.578593,,
39,phase_1,,11,block0_phase_1_t11,0.650798,145.741029,185.595049,,
40,phase_1,,11,block0_phase_1_t11,0.667042,145.757145,185.611293,,
41,phase_1,,11,block0_phase_1_t11,0.683765,145.773561,185.628016,,
42,phase_1,,11,block0_phase_1_t11,0.700302,145.790358,185.644553,,
43,phase_1,,11,block0_phase_1_t11,0.717049,145.807199,185.6613,,
44,phase_1,,11,block0_phase_1_t11,0.734164,145.823977,185.678415,,
45,phase_1,,11,block0_phase_1_t11,0.751015,145.840957,185.695266,,
46,phase_1,,11,block0_phase_1_t11,0.767558,145.85734,185.711809,,
47,phase_1,,11,block0_phase_1_t11,0.783687,145.873503,185.727938,,
48,phase_1,,11,block0_phase_1_t11,0.800502,145.890275,185.744753,,
49,phase_1,,11,block0_phase_1_t11,0.816893,145.906843,185.761144,,
50,phase_1,,11,block0_phase_1_t11,0.833828,145.92378,185.778079,,
51,phase_1,,11,block0_phase_1_t11,0.850361,145.94019,185.794612,,
52,phase_1,,11,block0_phase_1_t11,0.86736,145.957159,185.811611,,
53,phase_1,,11,block0_phase_1_t11,0.88359,145.973603,185.827841,,
54,phase_1,,11,block0_phase_1_t11,0.900373,145.990275,185.844624,,
55,phase_1,,11,block0_phase_1_t11,0.916598,146.006548,185.860849,,
56,phase_1,,11,block0_phase_1_t11,0.933537,146.023333,185.877788,,
57,phase_1,,11,block0_phase_1_t11,0.950114,146.039783,185.894365,,
58,phase_1,,11,block0_phase_1_t11,0.96767,146.057471,185.911921,,
0,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.0,146.086759,185.940629,DOMAIN_ONSET_onset,
1,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.007031,146.093209,185.947661,,
2,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.021466,146.107853,185.962096,,
3,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.038211,146.124697,185.97884,,
4,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.054758,146.140903,185.995388,,
5,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.070534,146.156673,186.011163,,
6,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.087073,146.173164,186.027702,,
7,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.104363,146.19081,186.044993,,
8,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.121278,146.207472,186.061907,,
9,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.137353,146.223593,186.077983,,
10,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.153969,146.240156,186.094598,,
11,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.170568,146.256751,186.111197,,
12,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.187425,146.273669,186.128054,,
13,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.204092,146.290286,186.144721,,
14,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.220537,146.306732,186.161167,,
15,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.23746,146.323976,186.178089,,
16,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.254444,146.340711,186.195073,,
17,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.270708,146.356831,186.211337,,
18,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.287935,146.374192,186.228565,,
19,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.304454,146.390665,186.245083,,
20,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.321136,146.407675,186.261766,,
21,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.337835,146.424126,186.278464,,
22,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.354381,146.440768,186.29501,,
23,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.370699,146.457106,186.311328,,
24,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.38802,146.47431,186.328649,,
25,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.403741,146.489882,186.344371,,
26,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.420342,146.506521,186.360971,,
27,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.437166,146.523373,186.377795,,
28,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.454354,146.540581,186.394984,,
29,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.470985,146.55712,186.411614,,
30,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.487611,146.573892,186.42824,,
31,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.504049,146.590186,186.444679,,
32,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.521077,146.607335,186.461706,,
33,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.53769,146.623843,186.478319,,
34,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.554688,146.64079,186.495317,,
35,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.570718,146.656858,186.511347,,
36,phase_1,DOMAIN_ONSET,11,block0_phase_1_t11,0.587527,146.673774,186.528156,,
