frame_idx,phase,segment,trial_id,stim_pair_id,elapsed_time,global_time,flip_time,event_marker,ttl_code
0,phase_2,,4,block1_phase_2_t04,0.0,258.636067,298.49053,iti_onset_dur_1.174,
1,phase_2,,4,block1_phase_2_t04,0.016724,258.65275,298.507255,,
2,phase_2,,4,block1_phase_2_t04,0.033357,258.669392,298.523888,,
3,phase_2,,4,block1_phase_2_t04,0.050118,258.686059,298.540648,,
4,phase_2,,4,block1_phase_2_t04,0.066847,258.70284,298.557377,,
5,phase_2,,4,block1_phase_2_t04,0.083499,258.719435,298.574029,,
6,phase_2,,4,block1_phase_2_t04,0.100051,258.736005,298.590581,,
7,phase_2,,4,block1_phase_2_t04,0.116614,258.752746,298.607144,,
8,phase_2,,4,block1_phase_2_t04,0.133242,258.769292,298.623772,,
9,phase_2,,4,block1_phase_2_t04,0.149931,258.785885,298.640461,,
10,phase_2,,4,block1_phase_2_t04,0.166813,258.802961,298.657343,,
11,phase_2,,4,block1_phase_2_t04,0.183265,258.819205,298.673795,,
12,phase_2,,4,block1_phase_2_t04,0.200194,258.836168,298.690724,,
13,phase_2,,4,block1_phase_2_t04,0.21678,258.85272,298.70731,,
14,phase_2,,4,block1_phase_2_t04,0.233396,258.869363,298.723926,,
15,phase_2,,4,block1_phase_2_t04,0.249976,258.886007,298.740506,,
16,phase_2,,4,block1_phase_2_t04,0.266662,258.902651,298.757192,,
17,phase_2,,4,block1_phase_2_t04,0.283444,258.919417,298.773974,,
18,phase_2,,4,block1_phase_2_t04,0.29993,258.935859,298.79046,,
19,phase_2,,4,block1_phase_2_t04,0.316682,258.952743,298.807212,,
20,phase_2,,4,block1_phase_2_t04,0.333321,258.969287,298.823851,,
21,phase_2,,4,block1_phase_2_t04,0.349962,258.986003,298.840492,,
22,phase_2,,4,block1_phase_2_t04,0.366668,259.002762,298.857199,,
23,phase_2,,4,block1_phase_2_t04,0.383321,259.019253,298.873851,,
24,phase_2,,4,block1_phase_2_t04,0.400064,259.036188,298.890594,,
25,phase_2,,4,block1_phase_2_t04,0.416652,259.052667,298.907182,,
26,phase_2,,4,block1_phase_2_t04,0.43493,259.070986,298.92546,,
27,phase_2,,4,block1_phase_2_t04,0.450035,259.086031,298.940565,,
28,phase_2,,4,block1_phase_2_t04,0.46672,259.10274,298.957251,,
29,phase_2,,4,block1_phase_2_t04,0.483446,259.119464,298.973976,,
30,phase_2,,4,block1_phase_2_t04,0.499969,259.135952,298.9905,,
31,phase_2,,4,block1_phase_2_t04,0.516628,259.15259,299.007158,,
32,phase_2,,4,block1_phase_2_t04,0.533405,259.169356,299.023935,,
33,phase_2,,4,block1_phase_2_t04,0.550093,259.186026,299.040623,,
34,phase_2,,4,block1_phase_2_t04,0.56667,259.202654,299.0572,,
35,phase_2,,4,block1_phase_2_t04,0.583318,259.219291,299.073848,,
36,phase_2,,4,block1_phase_2_t04,0.600016,259.236062,299.090546,,
37,phase_2,,4,block1_phase_2_t04,0.616586,259.252566,299.107116,,
38,phase_2,,4,block1_phase_2_t04,0.633468,259.269428,299.123998,,
39,phase_2,,4,block1_phase_2_t04,0.650004,259.285971,299.140534,,
40,phase_2,,4,block1_phase_2_t04,0.667063,259.303127,299.157593,,
41,phase_2,,4,block1_phase_2_t04,0.683338,259.319541,299.173868,,
42,phase_2,,4,block1_phase_2_t04,0.700021,259.336031,299.190551,,
43,phase_2,,4,block1_phase_2_t04,0.716631,259.35308,299.207162,,
44,phase_2,,4,block1_phase_2_t04,0.733296,259.369322,299.223826,,
