frame_idx,phase,segment,trial_id,stim_pair_id,elapsed_time,global_time,flip_time,event_marker,ttl_code
0,phase_1,,8,block4_phase_1_t08,0.0,823.267757,863.122341,iti_onset_dur_1.190,
1,phase_1,,8,block4_phase_1_t08,0.016709,823.284451,863.13905,,
2,phase_1,,8,block4_phase_1_t08,0.033388,823.301283,863.155729,,
3,phase_1,,8,block4_phase_1_t08,0.050041,823.31776,863.172382,,
4,phase_1,,8,block4_phase_1_t08,0.066719,823.334517,863.18906,,
5,phase_1,,8,block4_phase_1_t08,0.083478,823.351321,863.205819,,
6,phase_1,,8,block4_phase_1_t08,0.10032,823.368109,863.222661,,
7,phase_1,,8,block4_phase_1_t08,0.116599,823.384313,863.23894,,
8,phase_1,,8,block4_phase_1_t08,0.135526,823.403243,863.257868,,
9,phase_1,,8,block4_phase_1_t08,0.149865,823.417726,863.272206,,
10,phase_1,,8,block4_phase_1_t08,0.166818,823.434683,863.289159,,
11,phase_1,,8,block4_phase_1_t08,0.183373,823.45118,863.305714,,
12,phase_1,,8,block4_phase_1_t08,0.19995,823.467724,863.322291,,
13,phase_1,,8,block4_phase_1_t08,0.216799,823.484646,863.339141,,
14,phase_1,,8,block4_phase_1_t08,0.233479,823.501492,863.35582,,
15,phase_1,,8,block4_phase_1_t08,0.249977,823.517964,863.372318,,
16,phase_1,,8,block4_phase_1_t08,0.266745,823.534464,863.389086,,
17,phase_1,,8,block4_phase_1_t08,0.283331,823.551151,863.405672,,
18,phase_1,,8,block4_phase_1_t08,0.299877,823.567604,863.422218,,
19,phase_1,,8,block4_phase_1_t08,0.316763,823.584612,863.439104,,
20,phase_1,,8,block4_phase_1_t08,0.33344,823.601276,863.455781,,
21,phase_1,,8,block4_phase_1_t08,0.35017,823.618008,863.472511,,
22,phase_1,,8,block4_phase_1_t08,0.366774,823.634641,863.489115,,
23,phase_1,,8,block4_phase_1_t08,0.383269,823.651146,863.50561,,
24,phase_1,,8,block4_phase_1_t08,0.400082,823.667936,863.522424,,
25,phase_1,,8,block4_phase_1_t08,0.416806,823.684678,863.539147,,
