frame_idx,phase,segment,trial_id,stim_pair_id,elapsed_time,global_time,flip_time,event_marker,ttl_code
0,phase_1,,0,block4_phase_1_t00,0.0,740.247733,780.10209,iti_onset_dur_1.355,
1,phase_1,,0,block4_phase_1_t00,0.006311,740.253788,780.108401,,
2,phase_1,,0,block4_phase_1_t00,0.02297,740.270505,780.12506,,
3,phase_1,,0,block4_phase_1_t00,0.039821,740.287282,780.141911,,
4,phase_1,,0,block4_phase_1_t00,0.056589,740.304137,780.158679,,
5,phase_1,,0,block4_phase_1_t00,0.072963,740.320652,780.175052,,
6,phase_1,,0,block4_phase_1_t00,0.089629,740.337221,780.191719,,
7,phase_1,,0,block4_phase_1_t00,0.106169,740.353713,780.208258,,
8,phase_1,,0,block4_phase_1_t00,0.123904,740.371529,780.225994,,
9,phase_1,,0,block4_phase_1_t00,0.140218,740.387759,780.242308,,
10,phase_1,,0,block4_phase_1_t00,0.157257,740.405106,780.259347,,
11,phase_1,,0,block4_phase_1_t00,0.173264,740.420872,780.275353,,
12,phase_1,,0,block4_phase_1_t00,0.189896,740.43759,780.291986,,
13,phase_1,,0,block4_phase_1_t00,0.207153,740.454996,780.309243,,
14,phase_1,,0,block4_phase_1_t00,0.223973,740.471622,780.326063,,
15,phase_1,,0,block4_phase_1_t00,0.239548,740.487151,780.341638,,
16,phase_1,,0,block4_phase_1_t00,0.256363,740.503934,780.358452,,
17,phase_1,,0,block4_phase_1_t00,0.27341,740.521178,780.3755,,
18,phase_1,,0,block4_phase_1_t00,0.289762,740.537261,780.391852,,
19,phase_1,,0,block4_phase_1_t00,0.30638,740.554005,780.40847,,
20,phase_1,,0,block4_phase_1_t00,0.322902,740.570452,780.424992,,
21,phase_1,,0,block4_phase_1_t00,0.339913,740.587379,780.442002,,
22,phase_1,,0,block4_phase_1_t00,0.356152,740.603622,780.458242,,
23,phase_1,,0,block4_phase_1_t00,0.372992,740.620564,780.475082,,
24,phase_1,,0,block4_phase_1_t00,0.389956,740.637512,780.492046,,
25,phase_1,,0,block4_phase_1_t00,0.40653,740.654137,780.508619,,
26,phase_1,,0,block4_phase_1_t00,0.423366,740.670919,780.525455,,
27,phase_1,,0,block4_phase_1_t00,0.439976,740.6875,780.542066,,
28,phase_1,,0,block4_phase_1_t00,0.4571,740.704878,780.55919,,
29,phase_1,,0,block4_phase_1_t00,0.473788,740.721803,780.575878,,
30,phase_1,,0,block4_phase_1_t00,0.490507,740.738182,780.592597,,
31,phase_1,,0,block4_phase_1_t00,0.507084,740.754752,780.609174,,
32,phase_1,,0,block4_phase_1_t00,0.523198,740.770879,780.625288,,
33,phase_1,,0,block4_phase_1_t00,0.539616,740.787278,780.641706,,
34,phase_1,,0,block4_phase_1_t00,0.556606,740.804205,780.658696,,
35,phase_1,,0,block4_phase_1_t00,0.573177,740.820705,780.675267,,
36,phase_1,,0,block4_phase_1_t00,0.589836,740.837747,780.691926,,
37,phase_1,,0,block4_phase_1_t00,0.606345,740.853983,780.708435,,
38,phase_1,,0,block4_phase_1_t00,0.623014,740.870573,780.725104,,
39,phase_1,,0,block4_phase_1_t00,0.640061,740.88769,780.742151,,
40,phase_1,,0,block4_phase_1_t00,0.656452,740.904052,780.758542,,
41,phase_1,,0,block4_phase_1_t00,0.67295,740.920401,780.77504,,
42,phase_1,,0,block4_phase_1_t00,0.689665,740.937124,780.791755,,
43,phase_1,,0,block4_phase_1_t00,0.70642,740.954538,780.80851,,
44,phase_1,,0,block4_phase_1_t00,0.724004,740.971822,780.826094,,
45,phase_1,,0,block4_phase_1_t00,0.740972,740.988832,780.843062,,
46,phase_1,,0,block4_phase_1_t00,0.756853,741.004534,780.858943,,
47,phase_1,,0,block4_phase_1_t00,0.774204,741.023207,780.876294,,
48,phase_1,,0,block4_phase_1_t00,0.790546,741.03814,780.892636,,
49,phase_1,,0,block4_phase_1_t00,0.807581,741.055347,780.909671,,
50,phase_1,,0,block4_phase_1_t00,0.824273,741.072131,780.926363,,
51,phase_1,,0,block4_phase_1_t00,0.840046,741.087842,780.942136,,
52,phase_1,,0,block4_phase_1_t00,0.856705,741.104864,780.958794,,
53,phase_1,,0,block4_phase_1_t00,0.873786,741.121787,780.975876,,
54,phase_1,,0,block4_phase_1_t00,0.890443,741.138267,780.992533,,
55,phase_1,,0,block4_phase_1_t00,0.906548,741.154506,781.008637,,
56,phase_1,,0,block4_phase_1_t00,0.923877,741.172216,781.025967,,
57,phase_1,,0,block4_phase_1_t00,0.939958,741.187489,781.042047,,
58,phase_1,,0,block4_phase_1_t00,0.956426,741.204053,781.058516,,
59,phase_1,,0,block4_phase_1_t00,0.973155,741.220685,781.075245,,
60,phase_1,,0,block4_phase_1_t00,0.990394,741.237908,781.092483,,
61,phase_1,,0,block4_phase_1_t00,1.007337,741.255015,781.109427,,
62,phase_1,,0,block4_phase_1_t00,1.023985,741.271647,781.126075,,
63,phase_1,,0,block4_phase_1_t00,1.041162,741.288795,781.143252,,
64,phase_1,,0,block4_phase_1_t00,1.057596,741.305347,781.159686,,
65,phase_1,,0,block4_phase_1_t00,1.073205,741.320845,781.175295,,
66,phase_1,,0,block4_phase_1_t00,1.089998,741.337698,781.192088,,
67,phase_1,,0,block4_phase_1_t00,1.106775,741.35435,781.208865,,
68,phase_1,,0,block4_phase_1_t00,1.123595,741.371422,781.225685,,
69,phase_1,,0,block4_phase_1_t00,1.140165,741.387717,781.242255,,
70,phase_1,,0,block4_phase_1_t00,1.156405,741.403962,781.258494,,
71,phase_1,,0,block4_phase_1_t00,1.172986,741.420533,781.275076,,
72,phase_1,,0,block4_phase_1_t00,1.190401,741.438019,781.292491,,
73,phase_1,,0,block4_phase_1_t00,1.20722,741.454839,781.30931,,
74,phase_1,,0,block4_phase_1_t00,1.223997,741.471674,781.326087,,
75,phase_1,,0,block4_phase_1_t00,1.240645,741.488259,781.342735,,
76,phase_1,,0,block4_phase_1_t00,1.257131,741.504722,781.359221,,
77,phase_1,,0,block4_phase_1_t00,1.273446,741.521198,781.375536,,
78,phase_1,,0,block4_phase_1_t00,1.289807,741.53735,781.391897,,
79,phase_1,,0,block4_phase_1_t00,1.307387,741.555098,781.409477,,
80,phase_1,,0,block4_phase_1_t00,1.323799,741.571509,781.425889,,
81,phase_1,,0,block4_phase_1_t00,1.340116,741.587694,781.442206,,
82,phase_1,,0,block4_phase_1_t00,1.357769,741.60541,781.459859,,
0,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.0,741.629612,781.48346,DOMAIN_ONSET_onset,
1,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.008743,741.637907,781.492202,,
2,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.025162,741.654019,781.508621,,
3,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.041833,741.670765,781.525293,,
4,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.05889,741.687897,781.54235,,
5,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.075743,741.704735,781.559202,,
6,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.092428,741.721641,781.575888,,
7,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.108714,741.737735,781.592174,,
8,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.125536,741.754505,781.608996,,
9,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.14283,741.771774,781.626289,,
10,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.159013,741.788084,781.642473,,
11,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.175025,741.804954,781.658484,,
12,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.191915,741.820905,781.675375,,
13,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.208668,741.837725,781.692127,,
14,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.226031,741.855334,781.709491,,
15,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.242322,741.871504,781.725781,,
16,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.25903,741.888066,781.742489,,
17,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.275883,741.904981,781.759342,,
18,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.292399,741.921524,781.775858,,
19,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.308929,741.938091,781.792388,,
20,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.325729,741.955502,781.809188,,
21,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.341585,741.970526,781.825045,,
22,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.358227,741.987137,781.841686,,
23,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.374975,742.003815,781.858434,,
24,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.39141,742.020282,781.87487,,
25,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.408033,742.036923,781.891492,,
26,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.424918,742.053799,781.908378,,
27,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.441539,742.070417,781.924999,,
28,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.45817,742.087085,781.94163,,
29,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.474848,742.103725,781.958308,,
30,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.49142,742.120281,781.97488,,
31,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.50832,742.137237,781.991779,,
32,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.525019,742.153957,782.008479,,
33,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.541669,742.170532,782.025129,,
34,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.558246,742.187205,782.041705,,
35,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.574802,742.203666,782.058261,,
36,phase_1,DOMAIN_ONSET,0,block4_phase_1_t00,0.591607,742.220451,782.075067,,
